date,depression,anxiety,suicide,worry,fear,worrying,sad,Country
2020-09-01,48,51,12,0,46,42,0,AU
2020-09-02,45,78,25,0,23,0,56,AU
2020-09-03,64,50,25,24,0,43,28,AU
2020-09-04,38,48,13,0,37,0,0,AU
2020-09-05,70,78,30,29,42,0,34,AU
2020-09-06,37,60,85,0,13,0,64,AU
2020-09-07,57,79,85,0,69,0,0,AU
2020-09-08,70,93,48,71,80,0,55,AU
2020-09-09,56,75,100,74,47,0,57,AU
2020-09-10,55,76,49,24,46,0,28,AU
2020-09-11,52,54,26,52,12,0,0,AU
2020-09-12,42,25,44,0,68,0,0,AU
2020-09-13,70,63,28,56,40,0,64,AU
2020-09-14,51,80,0,0,46,0,0,AU
2020-09-15,46,78,25,0,24,0,29,AU
2020-09-16,42,65,12,25,23,0,0,AU
2020-09-17,43,85,13,0,24,44,28,AU
2020-09-18,52,59,27,26,25,0,30,AU
2020-09-19,31,43,0,59,14,0,34,AU
2020-09-20,29,78,14,0,26,0,0,AU
2020-09-21,43,46,13,25,47,0,0,AU
2020-09-22,39,68,38,49,47,0,0,AU
2020-09-23,40,62,38,25,0,0,0,AU
2020-09-24,44,60,26,25,48,0,29,AU
2020-09-25,45,55,43,0,13,0,0,AU
2020-09-26,54,67,16,62,30,0,0,AU
2020-09-27,49,36,62,30,15,0,0,AU
2020-09-28,51,59,14,0,26,0,0,AU
2020-09-29,47,74,14,27,26,48,31,AU
2020-09-30,54,53,14,54,13,48,0,AU
2020-10-01,58,54,14,27,26,98,32,AU
2020-10-02,73,42,15,29,14,0,0,AU
2020-10-03,37,42,31,0,44,0,0,AU
2020-10-04,56,77,31,0,29,0,35,AU
2020-10-05,59,73,57,28,80,0,0,AU
2020-10-06,52,36,0,0,25,0,0,AU
2020-10-07,27,53,13,26,0,46,30,AU
2020-10-08,32,54,13,53,25,0,0,AU
2020-10-09,32,77,0,0,57,0,0,AU
2020-10-10,53,49,34,100,16,0,0,AU
2020-10-11,77,72,0,32,46,0,0,AU
2020-10-12,84,65,0,29,41,51,0,AU
2020-10-13,91,76,0,29,14,51,66,AU
2020-10-14,53,59,73,0,41,0,33,AU
2020-10-15,45,61,43,57,0,0,33,AU
2020-10-16,48,45,31,0,0,0,0,AU
2020-10-17,55,53,0,96,76,0,37,AU
2020-10-18,24,44,31,30,58,54,69,AU
2020-10-19,68,52,29,0,13,0,0,AU
2020-10-20,57,82,29,57,55,0,0,AU
2020-10-21,35,51,30,29,42,0,0,AU
2020-10-22,62,63,30,0,14,0,34,AU
2020-10-23,64,42,15,30,14,0,0,AU
2020-10-24,32,51,0,31,0,0,0,AU
2020-10-25,56,65,0,30,0,54,70,AU
2020-10-26,63,35,28,0,13,0,96,AU
2020-10-27,30,60,14,28,53,0,0,AU
2020-10-28,52,65,0,28,40,0,0,AU
2020-10-29,60,55,14,0,27,50,0,AU
2020-10-30,51,47,0,0,28,0,0,AU
2020-10-31,58,28,16,31,15,56,36,AU
2020-11-01,54,46,0,31,30,0,36,AU
2020-11-02,64,72,0,28,0,0,0,AU
2020-11-03,90,42,86,28,27,0,0,AU
2020-11-04,49,49,23,23,33,0,0,AU
2020-11-05,48,47,0,0,23,0,28,AU
2020-11-06,36,37,14,0,13,48,31,AU
2020-11-07,55,35,0,0,28,0,34,AU
2020-11-08,36,74,0,0,14,0,0,AU
2020-11-09,37,55,0,0,27,0,0,AU
2020-11-10,37,65,28,28,27,0,32,AU
2020-11-11,37,51,0,28,26,0,0,AU
2020-11-12,37,55,28,28,13,0,0,AU
2020-11-13,35,55,15,0,14,0,0,AU
2020-11-14,44,46,0,0,32,0,0,AU
2020-11-15,45,69,16,0,15,0,0,AU
2020-11-16,29,51,0,0,39,0,0,AU
2020-11-17,48,70,0,55,13,0,0,AU
2020-11-18,52,60,14,56,13,49,0,AU
2020-11-19,57,28,0,29,14,0,0,AU
2020-11-20,16,59,0,30,0,0,35,AU
2020-11-21,26,45,0,0,0,0,0,AU
2020-11-22,24,50,0,30,29,0,0,AU
2020-11-23,29,46,42,27,0,0,32,AU
2020-11-24,66,49,14,0,26,0,0,AU
2020-11-25,33,68,0,56,53,0,0,AU
2020-11-26,63,60,0,28,40,0,32,AU
2020-11-27,30,31,15,29,27,0,0,AU
2020-11-28,46,49,16,32,15,0,0,AU
2020-11-29,27,49,30,29,28,0,0,AU
2020-11-30,44,38,14,0,26,0,32,AU
2020-12-01,33,79,14,0,40,0,0,AU
2020-12-02,53,48,0,29,27,0,0,AU
2020-12-03,38,51,15,29,14,0,100,AU
2020-12-04,33,46,16,0,59,0,0,AU
2020-12-05,22,42,17,0,16,0,0,AU
2020-12-06,66,70,0,0,30,0,0,AU
2020-12-07,37,60,14,0,13,0,0,AU
2020-12-08,23,60,29,0,28,0,0,AU
2020-12-09,35,63,0,58,28,0,34,AU
2020-12-10,31,46,0,0,56,0,0,AU
2020-12-11,29,58,16,62,30,0,0,AU
2020-12-12,44,42,0,0,32,59,0,AU
2020-12-13,37,58,31,0,15,0,0,AU
2020-12-14,56,61,0,0,40,100,0,AU
2020-12-15,38,50,0,0,41,0,66,AU
2020-12-16,57,62,0,0,41,0,33,AU
2020-12-17,49,53,43,56,0,0,0,AU
2020-12-18,45,51,0,30,29,0,70,AU
2020-12-19,22,39,17,0,16,0,76,AU
2020-12-20,25,30,0,31,0,0,0,AU
2020-12-21,72,44,14,28,54,0,33,AU
2020-12-22,54,40,0,29,41,0,0,AU
2020-12-23,69,51,16,61,29,55,0,AU
2020-12-24,36,40,0,34,65,61,0,AU
2020-12-25,51,42,0,39,0,0,45,AU
2020-12-26,37,15,0,0,15,0,0,AU
2020-12-27,36,50,0,0,29,0,0,AU
2020-12-28,35,46,0,0,0,0,0,AU
2020-12-29,35,66,0,29,28,52,67,AU
2020-12-30,23,23,15,58,14,0,34,AU
2020-12-31,42,50,0,0,30,0,0,AU
2021-01-01,17,46,0,0,45,0,0,AU
2021-01-02,44,50,30,60,28,0,0,AU
2021-01-03,42,60,15,0,0,52,0,AU
2021-01-04,54,58,27,0,26,96,0,AU
2021-01-05,26,54,28,82,0,0,0,AU
2021-01-06,25,54,14,0,52,0,0,AU
2021-01-07,44,48,14,55,13,49,0,AU
2021-01-08,35,42,29,0,55,0,0,AU
2021-01-09,25,49,0,0,15,56,0,AU
2021-01-10,48,44,15,30,14,53,0,AU
2021-01-11,39,66,0,0,26,0,0,AU
2021-01-12,30,47,14,28,27,0,0,AU
2021-01-13,41,38,0,0,13,0,0,AU
2021-01-14,30,52,14,56,67,0,0,AU
2021-01-15,43,28,15,0,56,0,0,AU
2021-01-16,50,61,16,0,45,0,0,AU
2021-01-17,48,47,0,30,14,54,0,AU
2021-01-18,50,53,27,27,38,0,31,AU
2021-01-19,29,54,14,55,0,0,32,AU
2021-01-20,55,35,14,0,40,0,64,AU
2021-01-21,60,55,29,28,27,0,0,AU
2021-01-22,31,72,0,29,14,0,34,AU
2021-01-23,48,64,17,65,31,0,75,AU
2021-01-24,44,41,0,30,0,0,35,AU
2021-01-25,34,38,14,56,40,0,0,AU
2021-01-26,51,44,45,59,14,0,34,AU
2021-01-27,41,63,0,28,54,0,0,AU
2021-01-28,33,85,43,56,53,50,32,AU
2021-01-29,39,57,15,0,42,52,0,AU
2021-01-30,33,62,16,63,45,0,36,AU
2021-01-31,60,50,0,30,14,0,69,AU
2021-02-01,41,68,28,0,40,0,0,AU
2021-02-02,34,66,0,28,27,0,0,AU
2021-02-03,38,47,29,57,14,0,33,AU
2021-02-04,30,74,57,28,0,0,0,AU
2021-02-05,52,38,15,90,43,0,34,AU
2021-02-06,25,52,16,0,0,0,0,AU
2021-02-07,32,63,15,0,58,0,0,AU
2021-02-08,48,87,14,0,26,0,0,AU
2021-02-09,64,71,29,28,13,0,97,AU
2021-02-10,41,79,14,0,40,0,32,AU
2021-02-11,34,55,0,57,27,0,33,AU
2021-02-12,42,54,44,0,55,0,0,AU
2021-02-13,16,18,0,62,0,0,0,AU
2021-02-14,40,56,15,30,100,0,0,AU
2021-02-15,29,38,28,0,13,49,0,AU
2021-02-16,33,61,55,27,26,0,31,AU
2021-02-17,48,84,0,0,13,0,64,AU
2021-02-18,15,41,0,56,0,0,32,AU
2021-02-19,48,47,15,0,14,0,0,AU
2021-02-20,26,57,0,0,15,0,75,AU
2021-02-21,57,69,16,62,44,55,0,AU
2021-02-22,60,63,14,0,27,0,0,AU
2021-02-23,38,64,14,0,14,0,0,AU
2021-02-24,38,56,29,29,27,51,0,AU
2021-02-25,46,65,0,29,27,0,0,AU
2021-02-26,45,54,16,31,15,0,0,AU
2021-02-27,49,39,34,0,16,0,38,AU
2021-02-28,42,65,0,63,0,0,73,AU
2021-03-01,64,66,0,0,13,50,33,AU
2021-03-02,45,52,57,56,40,50,0,AU
2021-03-03,50,68,0,58,28,51,0,AU
2021-03-04,53,56,0,28,0,0,33,AU
2021-03-05,45,48,0,31,44,0,71,AU
2021-03-06,41,64,0,34,0,61,0,AU
2021-03-07,43,60,33,32,15,0,0,AU
2021-03-08,27,50,29,28,14,0,0,AU
2021-03-09,45,53,14,0,14,0,33,AU
2021-03-10,90,74,0,28,0,0,0,AU
2021-03-11,53,78,0,0,14,51,0,AU
2021-03-12,36,30,0,0,72,0,0,AU
2021-03-13,43,67,16,0,46,0,0,AU
2021-03-14,41,66,15,61,15,0,70,AU
2021-03-15,44,45,13,26,12,0,0,AU
2021-03-16,34,100,13,26,12,0,0,AU
2021-03-17,43,72,28,54,0,0,0,AU
2021-03-18,48,84,0,0,0,0,0,AU
2021-03-19,31,58,15,29,14,0,0,AU
2021-03-20,41,76,0,31,0,0,36,AU
2021-03-21,46,80,0,87,14,52,34,AU
2021-03-22,61,50,14,27,65,0,31,AU
2021-03-23,55,32,0,0,26,0,63,AU
2021-03-24,34,62,0,0,14,51,66,AU
2021-03-25,100,48,0,58,41,0,0,AU
2021-03-26,85,60,0,31,15,0,70,AU
2021-03-27,22,29,17,0,32,0,0,AU
2021-03-28,74,58,0,31,30,0,0,AU
2021-03-29,68,64,43,57,27,50,0,AU
2021-03-30,53,62,0,29,27,0,66,AU
2021-03-31,42,47,14,0,27,0,33,AU
2021-04-01,48,68,31,0,29,0,0,AU
2021-04-02,33,49,0,0,30,56,72,AU
2021-04-03,53,36,0,0,32,59,38,AU
2021-04-04,38,47,16,0,15,0,0,AU
2021-04-05,79,41,15,60,14,0,0,AU
2021-04-06,62,67,14,82,13,0,32,AU
2021-04-07,47,64,41,0,26,0,0,AU
2021-04-08,60,66,71,0,13,0,0,AU
2021-04-09,41,33,58,0,0,0,0,AU
2021-04-10,55,71,0,32,30,0,0,AU
2021-04-11,40,60,0,61,29,0,0,AU
2021-04-12,56,72,0,28,54,0,0,AU
2021-04-13,42,47,29,0,0,0,0,AU
2021-04-14,41,55,14,0,67,0,0,AU
2021-04-15,75,50,14,84,0,0,0,AU
2021-04-16,51,55,15,30,28,53,34,AU
2021-04-17,50,43,16,63,15,0,0,AU
2021-04-18,57,51,31,62,15,55,71,AU
2021-04-19,51,67,14,27,39,0,63,AU
2021-04-20,70,57,0,28,53,0,32,AU
2021-04-21,48,46,42,27,26,0,0,AU
2021-04-22,44,73,56,0,53,0,0,AU
2021-04-23,62,34,15,0,0,0,34,AU
2021-04-24,37,70,16,31,15,0,36,AU
2021-04-25,67,55,0,0,86,0,34,AU
2021-04-26,58,75,42,27,39,49,0,AU
2021-04-27,59,68,42,0,13,0,0,AU
2021-04-28,66,56,14,55,26,0,0,AU
2021-04-29,82,63,14,28,27,50,96,AU
2021-04-30,39,71,0,0,28,0,0,AU
2020-09-01,69,69,6,35,21,0,33,CA
2020-09-02,52,55,0,17,31,0,16,CA
2020-09-03,44,60,11,17,31,0,16,CA
2020-09-04,29,73,24,18,22,0,17,CA
2020-09-05,51,77,13,40,36,0,0,CA
2020-09-06,30,39,34,21,37,0,39,CA
2020-09-07,33,69,6,0,11,0,51,CA
2020-09-08,60,54,5,17,30,0,16,CA
2020-09-09,70,77,28,0,41,0,0,CA
2020-09-10,52,67,100,51,0,0,32,CA
2020-09-11,77,55,46,0,21,0,17,CA
2020-09-12,53,45,13,59,24,0,0,CA
2020-09-13,65,61,25,57,11,0,36,CA
2020-09-14,72,88,16,50,20,0,0,CA
2020-09-15,64,82,6,84,0,0,63,CA
2020-09-16,61,56,22,17,51,0,0,CA
2020-09-17,52,87,17,50,41,0,32,CA
2020-09-18,63,60,11,0,73,0,0,CA
2020-09-19,43,52,0,0,0,0,56,CA
2020-09-20,66,62,25,19,47,0,18,CA
2020-09-21,71,51,11,16,40,38,31,CA
2020-09-22,57,55,5,33,50,0,47,CA
2020-09-23,66,82,11,33,20,38,16,CA
2020-09-24,71,63,11,33,59,0,62,CA
2020-09-25,72,76,24,36,22,0,0,CA
2020-09-26,49,42,7,21,13,0,0,CA
2020-09-27,68,33,20,0,24,46,56,CA
2020-09-28,72,67,17,17,21,0,49,CA
2020-09-29,56,68,23,87,10,0,16,CA
2020-09-30,66,73,23,35,32,40,16,CA
2020-10-01,38,70,35,18,21,0,0,CA
2020-10-02,73,51,17,18,21,0,17,CA
2020-10-03,44,43,13,20,12,47,19,CA
2020-10-04,75,73,19,0,60,0,56,CA
2020-10-05,46,78,22,17,41,0,32,CA
2020-10-06,76,75,17,17,11,0,0,CA
2020-10-07,78,70,17,0,63,0,33,CA
2020-10-08,85,69,6,0,42,0,66,CA
2020-10-09,70,71,0,0,81,44,36,CA
2020-10-10,39,49,0,0,13,0,40,CA
2020-10-11,39,65,14,22,26,0,61,CA
2020-10-12,52,54,14,21,25,48,19,CA
2020-10-13,71,76,6,19,22,43,53,CA
2020-10-14,90,57,13,0,23,0,54,CA
2020-10-15,54,45,12,56,0,0,0,CA
2020-10-16,49,67,19,0,35,0,0,CA
2020-10-17,45,30,21,0,25,48,20,CA
2020-10-18,100,69,20,21,0,47,19,CA
2020-10-19,60,62,18,37,22,0,35,CA
2020-10-20,65,57,12,38,34,0,53,CA
2020-10-21,99,75,25,0,23,0,36,CA
2020-10-22,55,73,19,19,34,0,54,CA
2020-10-23,71,73,13,0,24,45,92,CA
2020-10-24,69,61,21,0,13,0,0,CA
2020-10-25,71,62,0,62,50,0,39,CA
2020-10-26,71,63,25,19,11,0,35,CA
2020-10-27,58,86,12,38,68,0,89,CA
2020-10-28,75,91,6,19,34,0,53,CA
2020-10-29,82,95,19,57,23,0,18,CA
2020-10-30,28,86,13,0,35,0,0,CA
2020-10-31,63,65,7,0,52,100,41,CA
2020-11-01,62,61,0,0,0,0,0,CA
2020-11-02,83,78,0,19,46,0,72,CA
2020-11-03,64,95,24,37,34,43,0,CA
2020-11-04,56,51,5,15,27,0,14,CA
2020-11-05,62,41,15,31,47,0,44,CA
2020-11-06,63,48,27,17,10,0,78,CA
2020-11-07,72,57,0,0,23,0,18,CA
2020-11-08,68,52,0,0,48,0,37,CA
2020-11-09,89,70,36,18,44,0,0,CA
2020-11-10,83,70,6,73,33,0,17,CA
2020-11-11,54,93,12,37,11,0,52,CA
2020-11-12,50,81,12,18,22,0,17,CA
2020-11-13,50,60,0,19,79,43,17,CA
2020-11-14,59,75,7,41,37,0,57,CA
2020-11-15,78,52,0,59,36,0,37,CA
2020-11-16,76,94,6,0,0,0,17,CA
2020-11-17,59,72,6,55,11,42,86,CA
2020-11-18,91,74,12,37,34,43,18,CA
2020-11-19,43,60,24,37,22,0,87,CA
2020-11-20,90,46,18,0,33,0,52,CA
2020-11-21,48,36,13,81,24,47,38,CA
2020-11-22,50,50,13,0,12,0,0,CA
2020-11-23,66,79,18,0,22,0,34,CA
2020-11-24,99,51,6,18,0,0,33,CA
2020-11-25,74,66,17,0,53,41,100,CA
2020-11-26,75,90,6,0,11,0,85,CA
2020-11-27,61,70,12,18,43,0,17,CA
2020-11-28,56,72,0,20,35,0,0,CA
2020-11-29,80,65,6,19,70,0,36,CA
2020-11-30,57,84,12,18,53,0,17,CA
2020-12-01,68,58,6,0,22,0,34,CA
2020-12-02,49,63,12,36,55,0,34,CA
2020-12-03,56,76,0,0,0,0,34,CA
2020-12-04,80,84,18,19,45,0,0,CA
2020-12-05,70,68,13,81,37,0,19,CA
2020-12-06,47,74,33,0,36,0,19,CA
2020-12-07,66,90,12,18,55,0,35,CA
2020-12-08,56,46,12,0,33,0,0,CA
2020-12-09,87,95,12,18,33,43,35,CA
2020-12-10,100,75,0,18,33,0,69,CA
2020-12-11,64,83,6,0,45,43,53,CA
2020-12-12,44,60,20,60,24,0,19,CA
2020-12-13,75,76,7,20,0,0,37,CA
2020-12-14,43,73,6,0,22,0,35,CA
2020-12-15,97,100,12,37,56,43,35,CA
2020-12-16,44,70,37,57,23,0,18,CA
2020-12-17,63,55,30,18,56,0,35,CA
2020-12-18,42,58,51,0,12,44,36,CA
2020-12-19,48,64,0,21,62,0,39,CA
2020-12-20,53,67,7,0,38,0,39,CA
2020-12-21,56,61,13,0,23,0,37,CA
2020-12-22,46,79,6,19,35,0,37,CA
2020-12-23,54,60,33,60,0,0,0,CA
2020-12-24,41,55,7,0,50,0,58,CA
2020-12-25,38,47,8,23,0,0,0,CA
2020-12-26,29,61,7,41,25,0,38,CA
2020-12-27,63,37,13,0,24,0,18,CA
2020-12-28,66,88,13,19,23,0,0,CA
2020-12-29,41,59,19,19,11,0,18,CA
2020-12-30,93,85,0,38,46,44,18,CA
2020-12-31,49,45,0,0,24,0,18,CA
2021-01-01,34,58,0,0,25,0,40,CA
2021-01-02,55,81,13,21,37,0,39,CA
2021-01-03,57,67,7,20,48,0,37,CA
2021-01-04,74,83,12,18,43,0,34,CA
2021-01-05,55,68,18,0,43,0,50,CA
2021-01-06,47,67,17,35,42,0,49,CA
2021-01-07,70,68,17,0,11,0,50,CA
2021-01-08,45,90,41,0,11,41,51,CA
2021-01-09,68,45,33,60,12,0,0,CA
2021-01-10,53,73,19,40,36,0,37,CA
2021-01-11,92,76,6,53,74,41,50,CA
2021-01-12,71,81,18,36,43,0,34,CA
2021-01-13,55,62,23,0,22,0,17,CA
2021-01-14,81,64,18,54,0,0,51,CA
2021-01-15,62,67,30,18,33,0,51,CA
2021-01-16,68,47,13,20,36,0,56,CA
2021-01-17,46,70,6,0,24,0,18,CA
2021-01-18,56,79,24,18,44,0,52,CA
2021-01-19,78,86,18,18,22,0,51,CA
2021-01-20,39,62,29,54,22,0,34,CA
2021-01-21,81,75,6,18,0,0,34,CA
2021-01-22,93,68,6,18,33,0,17,CA
2021-01-23,89,69,6,20,24,46,37,CA
2021-01-24,69,75,25,19,12,0,18,CA
2021-01-25,55,69,0,18,33,0,34,CA
2021-01-26,65,84,29,0,43,0,17,CA
2021-01-27,65,86,47,54,43,41,17,CA
2021-01-28,91,74,42,18,65,0,51,CA
2021-01-29,79,69,18,0,11,0,17,CA
2021-01-30,77,61,7,0,0,0,76,CA
2021-01-31,50,72,13,100,72,0,56,CA
2021-02-01,62,84,12,36,54,0,0,CA
2021-02-02,74,84,35,18,32,0,0,CA
2021-02-03,98,76,12,0,65,0,17,CA
2021-02-04,66,72,12,36,33,0,0,CA
2021-02-05,63,95,18,18,22,0,35,CA
2021-02-06,60,52,13,0,24,0,0,CA
2021-02-07,60,46,13,19,12,0,18,CA
2021-02-08,75,73,11,70,21,0,33,CA
2021-02-09,52,82,12,0,76,0,17,CA
2021-02-10,62,99,35,36,54,0,34,CA
2021-02-11,52,93,36,54,33,0,17,CA
2021-02-12,96,83,6,37,22,0,0,CA
2021-02-13,68,74,26,0,36,0,0,CA
2021-02-14,62,67,7,40,24,0,19,CA
2021-02-15,69,66,19,38,69,0,18,CA
2021-02-16,62,72,24,36,44,42,17,CA
2021-02-17,51,67,18,75,23,0,18,CA
2021-02-18,70,64,24,0,11,0,0,CA
2021-02-19,56,68,12,18,11,0,17,CA
2021-02-20,85,91,7,21,49,0,0,CA
2021-02-21,55,73,13,0,24,47,19,CA
2021-02-22,64,74,29,18,21,41,84,CA
2021-02-23,66,86,6,55,0,0,0,CA
2021-02-24,78,74,12,36,33,42,34,CA
2021-02-25,83,74,12,55,22,42,52,CA
2021-02-26,57,60,18,19,34,86,18,CA
2021-02-27,48,51,13,20,12,0,0,CA
2021-02-28,65,58,7,20,12,0,19,CA
2021-03-01,76,94,36,18,33,0,0,CA
2021-03-02,76,76,18,0,66,0,17,CA
2021-03-03,93,57,12,74,22,85,0,CA
2021-03-04,69,90,6,18,44,0,17,CA
2021-03-05,44,81,12,38,45,43,35,CA
2021-03-06,48,54,0,20,12,0,19,CA
2021-03-07,47,85,13,0,24,0,38,CA
2021-03-08,79,92,24,37,44,42,0,CA
2021-03-09,67,87,31,19,22,0,18,CA
2021-03-10,33,65,6,37,22,0,51,CA
2021-03-11,61,76,19,19,11,43,53,CA
2021-03-12,78,59,25,19,34,0,0,CA
2021-03-13,55,71,0,0,49,47,19,CA
2021-03-14,70,60,19,19,23,0,36,CA
2021-03-15,66,80,10,15,9,0,29,CA
2021-03-16,61,63,21,64,39,0,0,CA
2021-03-17,37,58,0,19,11,0,35,CA
2021-03-18,76,48,18,37,22,0,0,CA
2021-03-19,65,54,6,75,0,43,18,CA
2021-03-20,41,65,14,21,75,0,0,CA
2021-03-21,83,65,7,21,25,0,20,CA
2021-03-22,64,78,18,0,45,0,0,CA
2021-03-23,67,87,18,19,45,43,17,CA
2021-03-24,59,74,6,18,55,0,17,CA
2021-03-25,78,63,12,37,23,0,18,CA
2021-03-26,67,66,6,18,33,0,52,CA
2021-03-27,55,54,13,0,37,0,19,CA
2021-03-28,78,59,6,39,36,45,19,CA
2021-03-29,46,69,6,18,22,0,17,CA
2021-03-30,62,73,25,38,57,87,71,CA
2021-03-31,47,58,24,19,11,43,35,CA
2021-04-01,36,42,6,55,22,0,0,CA
2021-04-02,46,54,13,20,60,0,0,CA
2021-04-03,52,72,7,41,25,0,0,CA
2021-04-04,65,84,0,21,26,0,40,CA
2021-04-05,65,75,6,19,46,0,36,CA
2021-04-06,46,95,24,0,43,0,0,CA
2021-04-07,74,79,24,0,43,0,51,CA
2021-04-08,75,56,18,0,54,41,17,CA
2021-04-09,71,86,12,18,32,0,0,CA
2021-04-10,55,61,7,20,25,47,19,CA
2021-04-11,36,50,0,0,12,0,0,CA
2021-04-12,74,78,23,53,53,0,17,CA
2021-04-13,85,87,6,54,33,42,51,CA
2021-04-14,79,70,30,0,44,0,34,CA
2021-04-15,72,78,24,72,33,42,68,CA
2021-04-16,42,69,0,18,11,0,17,CA
2021-04-17,40,55,20,20,12,0,57,CA
2021-04-18,79,57,13,20,48,0,19,CA
2021-04-19,66,85,17,0,63,40,0,CA
2021-04-20,81,58,17,35,52,0,0,CA
2021-04-21,70,61,23,35,21,0,33,CA
2021-04-22,60,90,0,0,32,41,0,CA
2021-04-23,53,55,6,37,100,0,17,CA
2021-04-24,47,51,7,40,12,0,0,CA
2021-04-25,67,60,6,0,47,0,0,CA
2021-04-26,69,62,23,17,31,0,0,CA
2021-04-27,39,68,18,54,32,0,0,CA
2021-04-28,42,70,12,18,97,0,33,CA
2021-04-29,55,66,6,36,54,0,0,CA
2021-04-30,66,69,0,17,10,0,16,CA
2020-09-01,61,74,5,50,49,0,20,GB
2020-09-02,56,78,5,49,49,18,34,GB
2020-09-03,70,76,22,0,61,37,27,GB
2020-09-04,60,64,28,10,19,0,28,GB
2020-09-05,57,75,42,11,48,0,0,GB
2020-09-06,65,72,18,54,54,20,37,GB
2020-09-07,64,66,11,10,30,0,20,GB
2020-09-08,48,77,43,70,61,0,27,GB
2020-09-09,74,77,22,82,50,38,28,GB
2020-09-10,62,66,100,20,50,37,28,GB
